"mz_rt_min"	"calculated_mw"	"exact_mass"	"kegg_id"	"name"	"formula"	"pathways"	"annotation"
"180.06578_1.218"	181.07306	181.0739	"C04368"	"3-Amino-3-(4-hydroxyphenyl)propanoate; beta-Tyrosine; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one; N2-Formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide; 3-O-L-Alanyl-1-O-phosphatidylglycerol"	"C9H11NO3"	"Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Tyrosine metabolism;Steroid hormone biosynthesis"	"putative_single"
"180.08672_0.886"	179.07939	179.0794	"C00329"	"D-Glucosamine; Chitosamine; 2-Amino-2-deoxy-D-glucose; Indole-3-pyruvate; 3-(Indol-3-yl)pyruvate; GABA; Long-chain alcohol"	"C6H13NO5"	"Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors;HIF-1 signaling pathway;Neuroactive ligand-receptor interaction;Neuroactive ligand signaling;Synaptic vesicle cycle;Taste transduction;Pertussis;Nicotinate and nicotinamide metabolism;Glyoxylate and dicarboxylate metabolism;Quorum sensing;ABC transporters;Fatty acid degradation;Other carbon fixation pathways;Microbial metabolism in diverse environments;Carbon metabolism;Arginine and proline metabolism;Alanine, aspartate and glutamate metabolism;Pyrimidine metabolism;cAMP signaling pathway;Morphine addiction;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Benzoate degradation;Pyruvate metabolism;Butanoate metabolism;Terpenoid backbone biosynthesis;Phosphotransferase system (PTS);Valine, leucine and isoleucine degradation;Lysine degradation;Tryptophan metabolism;beta-Alanine metabolism;Fatty acid metabolism;Retrograde endocannabinoid signaling;GABAergic synapse;Nicotine addiction;Neutrophil extracellular trap formation;Lipid and atherosclerosis;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;MAPK signaling pathway;Estrogen signaling pathway;GnRH secretion;Shigellosis;Yersinia infection;Tuberculosis;Cationic antimicrobial peptide (CAMP) resistance;Cutin, suberine and wax biosynthesis;Pathogenic Escherichia coli infection;Salmonella infection;Legionellosis;Graft-versus-host disease"	"putative_multi"
"180.08672_0.886"	179.07939	179.0794	"C06763"	"Nojirimycin; 5-Amino-5-deoxy-D-glucopyranose; Moenomycin A; Tetranactin"	"C6H13NO5"	"Biosynthesis of secondary metabolites;ABC transporters;Glycerophospholipid metabolism;Biosynthesis of siderophore group nonribosomal peptides"	"putative_multi"
"180.08672_0.886"	179.07939	179.0807	"C16675"	"7-Aminomethyl-7-carbaguanine; 7-Aminomethyl-7-deazaguanine; PreQ1; N6-Alkylaminopurine-9-beta-D-glucoside"	"C7H9N5O"	"Metabolic pathways;Folate biosynthesis;Retinol metabolism"	"putative_multi"
"180.10204_5.093"	179.09475	179.0946	"C18771"	"XMC; 3,5-Xylyl methylcarbamate; Cosban; Alloxydim"	"C10H13NO2"	"Biosynthesis of secondary metabolites;Biosynthesis of type II polyketide products"	"putative_single"
"180.10204_8.012"	179.09476	179.0946	"C18771"	"XMC; 3,5-Xylyl methylcarbamate; Cosban; Alloxydim"	"C10H13NO2"	"Biosynthesis of secondary metabolites;Biosynthesis of type II polyketide products"	"putative_single"
"180.10207_7.595"	179.09479	179.0946	"C18771"	"XMC; 3,5-Xylyl methylcarbamate; Cosban; Alloxydim"	"C10H13NO2"	"Biosynthesis of secondary metabolites;Biosynthesis of type II polyketide products"	"putative_single"
"181.04986_4.302"	182.05714	182.0579	"C10447"	"3,4-Dihydroxyphenylpropanoate; Dihydrocaffeic acid; 3,4-Dihydroxyphenylpropionic acid; 3-(3,4-Dihydroxyphenyl)propanoate; Echinacoside"	"C9H10O4"	"Metabolic pathways;Biosynthesis of secondary metabolites;Tyrosine metabolism;Degradation of flavonoids;Phenylpropanoid biosynthesis"	"putative_single"
"182.0813_6.966"	181.07401	181.0739	"C04368"	"3-Amino-3-(4-hydroxyphenyl)propanoate; beta-Tyrosine; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one; N2-Formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide; 3-O-L-Alanyl-1-O-phosphatidylglycerol"	"C9H11NO3"	"Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Tyrosine metabolism;Steroid hormone biosynthesis"	"putative_single"
"182.08132_1.37"	181.07405	181.0739	"C04368"	"3-Amino-3-(4-hydroxyphenyl)propanoate; beta-Tyrosine; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one; N2-Formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide; 3-O-L-Alanyl-1-O-phosphatidylglycerol"	"C9H11NO3"	"Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Tyrosine metabolism;Steroid hormone biosynthesis"	"putative_single"
"182.08133_1.722"	164.0475	164.0473	"C00165"	"Diacylglycerol; Diglyceride; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate; 2-Oxo-3-phenylpropanoate; MTA; Carbamoyl phosphate; 5'-Deoxy-5'-(methylsulfanyl)adenosine"	"C5H6O5R2"	"Metabolic pathways;Thyroid hormone synthesis;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Pathways of neurodegeneration - multiple diseases;Diabetic cardiomyopathy;Purine metabolism;Zeatin biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Calcium signaling pathway;HIF-1 signaling pathway;Neuroactive ligand signaling;Platelet activation;Thermogenesis;Inflammatory mediator regulation of TRP channels;Insulin secretion;Parkinson disease;Aldosterone synthesis and secretion;Glyoxylate and dicarboxylate metabolism;Nitrogen metabolism;Parathyroid hormone synthesis, secretion and action;Cholinergic synapse;Fat digestion and absorption;Arginine biosynthesis;Glycine, serine and threonine metabolism;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Carbohydrate digestion and absorption;Alanine, aspartate and glutamate metabolism;Vibrio cholerae infection;Pyrimidine metabolism;Cysteine and methionine metabolism;Biosynthesis of plant secondary metabolites;cAMP signaling pathway;Regulation of lipolysis in adipocytes;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Phenylalanine metabolism;D-Amino acid metabolism;2-Oxocarboxylic acid metabolism;Insulin resistance;Fatty acid biosynthesis;Phospholipase D signaling pathway;Gap junction;Circadian entrainment;Long-term potentiation;Retrograde endocannabinoid signaling;Glutamatergic synapse;Long-term depression;Spinocerebellar ataxia;Neutrophil extracellular trap formation;C-type lectin receptor signaling pathway;Amoebiasis;Coronavirus disease - COVID-19;Pathways in cancer;Hepatocellular carcinoma;Amino sugar and nucleotide sugar metabolism;Biosynthesis of various nucleotide sugars;Glycerolipid metabolism;Biosynthesis of nucleotide sugars;AGE-RAGE signaling pathway in diabetic complications;Ras signaling pathway;Rap1 signaling pathway;Adipocytokine signaling pathway;Tropane, piperidine and pyridine alkaloid biosynthesis;Sphingolipid signaling pathway;Phenylalanine, tyrosine and tryptophan biosynthesis;MAPK signaling pathway;ErbB signaling pathway;Chemokine signaling pathway;NF-kappa B signaling pathway;Adrenergic signaling in cardiomyocytes;Vascular smooth muscle contraction;Axon regeneration;VEGF signaling pathway;Apelin signaling pathway;Natural killer cell mediated cytotoxicity;Th1 and Th2 cell differentiation;Th17 cell differentiation;T cell receptor signaling pathway;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Neurotrophin signaling pathway;Serotonergic synapse;Dopaminergic synapse;Phototransduction - fly;GnRH signaling pathway;Estrogen signaling pathway;Melanogenesis;Thyroid hormone signaling pathway;Oxytocin signaling pathway;Relaxin signaling pathway;GnRH secretion;Growth hormone synthesis, secretion and action;Endocrine and other factor-regulated calcium reabsorption;Shigellosis;African trypanosomiasis;Human cytomegalovirus infection;Kaposi sarcoma-associated herpesvirus infection;Human immunodeficiency virus 1 infection;Glioma;Non-small cell lung cancer;PD-L1 expression and PD-1 checkpoint pathway in cancer;Choline metabolism in cancer;EGFR tyrosine kinase inhibitor resistance"	"putative_single"
"182.08134_1.211"	181.07406	181.0739	"C04368"	"3-Amino-3-(4-hydroxyphenyl)propanoate; beta-Tyrosine; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one; N2-Formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide; 3-O-L-Alanyl-1-O-phosphatidylglycerol"	"C9H11NO3"	"Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Tyrosine metabolism;Steroid hormone biosynthesis"	"putative_single"
"182.08135_7.413"	181.07403	181.0739	"C04368"	"3-Amino-3-(4-hydroxyphenyl)propanoate; beta-Tyrosine; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one; N2-Formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide; 3-O-L-Alanyl-1-O-phosphatidylglycerol"	"C9H11NO3"	"Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Tyrosine metabolism;Steroid hormone biosynthesis"	"putative_single"
"183.09206_5.608"	184.09933	184.1	"C19411"	"2,4'-Diphenyldiamine; 2,4'-Diaminobiphenyl; 9,10-Epoxyoctadecanoic acid; Doxefazepam"	"C12H12N2"	"Cutin, suberine and wax biosynthesis"	"putative_single"
"184.09724_6.679"	185.10452	185.1052	"C23035"	"Ecgonone; (1R,2R,5S)-8-Methyl-3-oxo-8-azabicyclo[3.2.1]octane-2-carboxylate; (S)-4-(1-Methylpyrrolidin-2-yl)-3-oxobutanoate"	"C9H15NO3"	"Metabolic pathways;Biosynthesis of secondary metabolites;Tyrosine metabolism;Tropane, piperidine and pyridine alkaloid biosynthesis"	"putative_single"
"186.11269_6.707"	185.10544	185.1052	"C23035"	"Ecgonone; (1R,2R,5S)-8-Methyl-3-oxo-8-azabicyclo[3.2.1]octane-2-carboxylate; (S)-4-(1-Methylpyrrolidin-2-yl)-3-oxobutanoate"	"C9H15NO3"	"Metabolic pathways;Biosynthesis of secondary metabolites;Tyrosine metabolism;Tropane, piperidine and pyridine alkaloid biosynthesis"	"putative_single"
"186.11287_7.182"	187.12015	187.1208	"C01092"	"8-Amino-7-oxononanoate; 8-Amino-7-oxononanoic acid; 7-Keto-8-aminopelargonic acid; KAPA; D-Fructose 1-phosphate"	"C9H17NO3"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glycine, serine and threonine metabolism;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Cysteine and methionine metabolism;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Phosphotransferase system (PTS);Histidine metabolism;Galactose metabolism;Biotin metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Fructose and mannose metabolism"	"putative_single"
"186.11289_6.861"	187.12017	187.1208	"C01092"	"8-Amino-7-oxononanoate; 8-Amino-7-oxononanoic acid; 7-Keto-8-aminopelargonic acid; KAPA; D-Fructose 1-phosphate"	"C9H17NO3"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glycine, serine and threonine metabolism;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Cysteine and methionine metabolism;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Phosphotransferase system (PTS);Histidine metabolism;Galactose metabolism;Biotin metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Fructose and mannose metabolism"	"putative_single"
"187.10812_1.113"	188.1154	188.1161	"C03846"	"6F-alpha-D-Galactosylsucrose; Planteose; 6-Acetamido-3-aminohexanoate"	"C8H16N2O3"	"Metabolic pathways;Steroid hormone biosynthesis"	"putative_single"
"188.09183_1.195"	187.08457	187.0845	"C03682"	"6-Pyruvoyltetrahydropterin; 6-(1,2-Dioxopropyl)-5,6,7,8-tetrahydropterin; 6-Pyruvoyl-5,6,7,8-tetrahydropterin; DEHP; Monogalactosyl-diacylglycerol; MGDG; Galbeta1->3acyl2Gro; 6-Acetamido-3-oxohexanoate; 3-(beta-D-Galactosyl)-1,2-diacyl-sn-glycerol; 1,2-Diacyl-3-O-(beta-D-galactopyranosyl)-sn-glycerol"	"C8H13NO4"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Pantothenate and CoA biosynthesis;Mycolic acid biosynthesis;Aflatoxin biosynthesis;Biosynthesis of various nucleotide sugars;Glycerolipid metabolism;Biosynthesis of nucleotide sugars;Folate biosynthesis;Chemical carcinogenesis - receptor activation"	"putative_single"
"188.12839_7.158"	187.12124	187.1208	"C01092"	"8-Amino-7-oxononanoate; 8-Amino-7-oxononanoic acid; 7-Keto-8-aminopelargonic acid; KAPA; D-Fructose 1-phosphate"	"C9H17NO3"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Glycine, serine and threonine metabolism;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Cysteine and methionine metabolism;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Phosphotransferase system (PTS);Histidine metabolism;Galactose metabolism;Biotin metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Fructose and mannose metabolism"	"putative_single"
"189.0523_6.622"	188.04502	188.0433	"C19128"	"Pydanon; Hexahydro-4-hydroxy-3,6-dioxopyridazine-4-acetic acid; Terbucarb"	"C6H8N2O5"	""	"putative_single"
"189.12341_1.027"	188.11614	188.1161	"C03846"	"6F-alpha-D-Galactosylsucrose; Planteose; 6-Acetamido-3-aminohexanoate"	"C8H16N2O3"	"Metabolic pathways;Steroid hormone biosynthesis"	"putative_single"
"189.12345_1.236"	188.11617	188.1161	"C03846"	"6F-alpha-D-Galactosylsucrose; Planteose; 6-Acetamido-3-aminohexanoate"	"C8H16N2O3"	"Metabolic pathways;Steroid hormone biosynthesis"	"putative_single"
"190.10749_1.146"	74.03716	74.0368	"C05232"	"Hydroxyacetone; Acetol; 1-Hydroxy-2-propanone; 2-Ketopropyl alcohol; Acetone alcohol; Pyruvinalcohol; Pyruvic alcohol; (2S)-2-Methylacyl-CoA; Methylketol"	"C24H39N7O17P3SR"	"Metabolic pathways;Purine metabolism;Biosynthesis of secondary metabolites;Fatty acid degradation;Sulfoquinovose metabolism;Fatty acid elongation;Propanoate metabolism;Fatty acid metabolism;Isoquinoline alkaloid biosynthesis"	"putative_multi"
"190.10749_1.146"	74.03716	74.0368	"C10920"	"2,3-Dimercaptopropane-1-sulfonic acid; DMPS; Glycidol"	"C3H6O2"	""	"putative_multi"
"190.10749_1.181"	189.10021	189.1001	"C10124"	"Ammodendrine; Spherocarpine; Alexine"	"C8H15NO4"	"Biosynthesis of secondary metabolites;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Tropane, piperidine and pyridine alkaloid biosynthesis"	"putative_single"
"191.01906_1.637"	192.02634	192.027	"C00451"	"(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate; D-threo-Isocitric acid; Nucleoside 5'-diphosphate; Nicotinamide ribonucleotide; Nicotinamide nucleotide; beta-Nicotinamide D-ribonucleotide; beta-Nicotinamide ribonucleotide; beta-Nicotinamide mononucleotide"	"C6H8O7"	"Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism;Nicotinate and nicotinamide metabolism;Protein digestion and absorption;Pyrimidine metabolism;Biosynthesis of various plant secondary metabolites;Tryptophan metabolism;Neutrophil extracellular trap formation;Amino sugar and nucleotide sugar metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Fructose and mannose metabolism;Benzoxazinoid biosynthesis"	"putative_single"
"191.05543_1.203"	192.063	192.0634	"C17691"	"2-epi-5-epi-Valiolone; (2S,3S,4S,5R)-2,3,4,5-Tetrahydroxy-5-(hydroxymethyl)cyclohexan-1-one; 2-epi-5-epi-Valiolone 7-phosphate"	"C7H12O6"	"Metabolic pathways;Biosynthesis of secondary metabolites;Acarbose and validamycin biosynthesis"	"putative_single"
"191.10269_0.982"	190.09544	190.0954	"C20914"	"C20914; Tabtoxin biosynthesis intermediate 4; Tabtoxinine-beta-lactam"	"C7H14N2O4"	"Biosynthesis of secondary metabolites;Monobactam biosynthesis"	"putative_single"
"193.03469_1.136"	194.04197	194.0427	"C00905"	"D-Fructuronate; D-Fructuronic acid; 5,6-Dihydro-5-methyluracil; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyeicosa-7,9,11,14-tetraenoate; (7E,9E,11Z,14Z)-(5S,6S)-5,6-Epoxyicosa-7,9,11,14-tetraenoate; (5S,6S,7E,9E,11Z,14Z)-5,6-Epoxyicosa-7,9,11,14-tetraenoate; Gentamicin C1a"	"C6H10O7"	"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Pentose and glucuronate interconversions;Neomycin, kanamycin and gentamicin biosynthesis;Serotonergic synapse;Penicillin and cephalosporin biosynthesis;Arachidonic acid metabolism;Eicosanoids;Cephalosporins - parenteral agents;Cephalosporins - oral agents"	"putative_multi"
"193.03469_1.136"	194.04197	194.0427	"C03342"	"Mono-(2-ethylhexyl)phthalate; 2-Ethylhexyl phthalate; (E)-2-Methylbut-2-enoyl-CoA; Tiglyl-CoA; (E)-2-Methylcrotonoyl-CoA; Methylcrotonoyl-CoA; Methylcrotonyl-CoA; 2-Dehydro-D-galactonate; Tigloyl-CoA; 2-Methylcrotanoyl-CoA"	"C6H10O7"	"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Valine, leucine and isoleucine degradation;Toluene degradation"	"putative_multi"
"193.07099_1.185"	194.07869	194.079	"C03659"	"D-Bornesitol; (-)-Bornesitol; 1-O-Methyl-myo-inositol; 1D-1-O-Methyl-myo-inositol; 2'-Hydroxypseudobaptigenin"	"C7H14O6"	"Chlorocyclohexane and chlorobenzene degradation;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Inositol phosphate metabolism"	"putative_multi"
"193.07099_1.185"	194.07869	194.0804	"C07481"	"Caffeine; 1,3,7-Trimethylxanthine; 7-Chloro-1,3-dihydro-5-phenyl-2H-1,4-benzodiazepin-2-one; Montelukast"	"C8H10N4O2"	"Metabolic pathways;Biosynthesis of secondary metabolites;Chloroalkane and chloroalkene degradation;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from histidine and purine;Caffeine metabolism;Metabolism of xenobiotics by cytochrome P450;Hypnotics"	"putative_multi"
"195.05036_1.136"	196.05763	196.0583	"C00816"	"D-Glucarate; D-Glucaric acid; L-Gularic acid; D-Saccharic acid; D-Glucosaccharic acid; Glucaric acid; Glucarate; Collagenase"	"C6H12O7"	"Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid degradation;Microbial metabolism in diverse environments;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Tyrosine metabolism;D-Amino acid metabolism;Neomycin, kanamycin and gentamicin biosynthesis"	"putative_single"
"200.12823_7.202"	199.12096	199.1208	"C21197"	"N-Hexanoyl-L-homoserine lactone; C6-HSL; N-[(3S)-Tetrahydro-2-oxo-3-furanyl]-hexanamide; N-(3-Hydroxyoctanoyl)-L-homoserine lactone; Geranyl phosphate"	"C10H17NO3"	"Metabolic pathways;Biosynthesis of secondary metabolites;Quorum sensing;Biofilm formation - Pseudomonas aeruginosa;Acarbose and validamycin biosynthesis;Monoterpenoid biosynthesis"	"putative_single"
"202.10792_6.184"	203.1152	203.1171	"C08435"	"Phalloidin; Phalloidine; (E)-2-Decene-4,6,8-triynoic acid methyl ester; Triacanthine"	"C10H13N5"	"Bile secretion"	"putative_single"
"202.10797_6.864"	203.11525	203.1171	"C08435"	"Phalloidin; Phalloidine; (E)-2-Decene-4,6,8-triynoic acid methyl ester; Triacanthine"	"C10H13N5"	"Bile secretion"	"putative_single"
"204.06612_6.945"	205.07339	205.0739	"C02043"	"L-Erythrulose; L-glycero-Tetrulose; Daturine; Duboisine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine; Indolelactate"	"C11H11NO3"	"Metabolic pathways;Biosynthesis of secondary metabolites;Glycine, serine and threonine metabolism;Lipoic acid metabolism;Carbohydrate digestion and absorption;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Fatty acid metabolism;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of unsaturated fatty acids"	"putative_single"
"204.12317_1.187"	203.11589	203.1171	"C08435"	"Phalloidin; Phalloidine; (E)-2-Decene-4,6,8-triynoic acid methyl ester; Triacanthine"	"C10H13N5"	"Bile secretion"	"putative_single"
"206.0454_5.037"	207.05268	207.0532	"C12463"	"L-Prolyl-[pcp]; L-Prolyl-S-[pcp]; L-Prolyl-[peptidyl-carrier protein]; beta-Keto-L-tyrosyl-[pcp]"	"C9H8NO3SR"	"Metabolic pathways;Biosynthesis of secondary metabolites;Novobiocin biosynthesis;Prodigiosin biosynthesis"	"putative_single"
"206.08129_6.959"	205.07402	205.0739	"C02043"	"L-Erythrulose; L-glycero-Tetrulose; Daturine; Duboisine; [Glycine cleavage system H]-N6-lipoyl-L-lysine; [Glycine-cleavage complex H protein]-N6-lipoyl-L-lysine; Indolelactate"	"C11H11NO3"	"Metabolic pathways;Biosynthesis of secondary metabolites;Glycine, serine and threonine metabolism;Lipoic acid metabolism;Carbohydrate digestion and absorption;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Fatty acid metabolism;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of unsaturated fatty acids"	"putative_single"
"206.08177_6.836"	207.08905	207.0895	"C09933"	"Cantleyine"	"C11H13NO3"	""	"putative_single"
"206.59504_0.868"	411.17549	411.1794	"C20605"	"12alpha,13alpha-Dihydroxyfumitremorgin C; 12,13-Dihydroxyfumitremorgin C; GDP-4-dehydro-3,6-dideoxy-alpha-D-mannose"	"C22H25N3O5"	"Metabolic pathways;Biosynthesis of secondary metabolites;Neomycin, kanamycin and gentamicin biosynthesis;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Staurosporine biosynthesis"	"putative_single"
"207.0505_1.18"	208.05786	208.0592	"C02143"	"D-threo-Aldose; (2S,3R)-Aldose; Dihydrothioctic acid; Glycerose; Aldotriose; Dehydropeptide"	"C5H9O5R"	"Metabolic pathways;Biosynthesis of secondary metabolites;Lipoic acid metabolism;2-Oxocarboxylic acid metabolism;Indole alkaloid biosynthesis;Glucosinolate biosynthesis"	"putative_single"
"208.06046_5.029"	207.05319	207.0532	"C12463"	"L-Prolyl-[pcp]; L-Prolyl-S-[pcp]; L-Prolyl-[peptidyl-carrier protein]; beta-Keto-L-tyrosyl-[pcp]"	"C9H8NO3SR"	"Metabolic pathways;Biosynthesis of secondary metabolites;Novobiocin biosynthesis;Prodigiosin biosynthesis"	"putative_single"
"208.09677_6.813"	207.08961	207.0895	"C09933"	"Cantleyine"	"C11H13NO3"	""	"putative_single"
"210.99156_1.48"	211.99911	212.0004	"C19189"	"2-Amino-5-(5-nitro-2-furyl)-1,3,4-thiadiazole; Triafur; TDB; Antimony trioxide"	"C6H4N4O3S"	"Tuberculosis"	"putative_single"
"219.09817_1.01"	160.08429	160.0848	"C03151"	"O-Feruloylgalactarate; O-Feruloylgalactaric acid; 2'-(E)-O-Feruloylgalactaric acid; 4-(2-Carboxyphenyl)-4-oxobutanoyl-CoA; N2-Acylated Arg-CH2Cl"	"C8H14ClN4O2R"	"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Ubiquinone and other terpenoid-quinone biosynthesis;Polycyclic aromatic hydrocarbon degradation"	"putative_single"
"220.0822_0.875"	221.08958	221.0913	"C02587"	"Pyrimidodiazepine; 2-Amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one; all-trans-Retinyl palmitate; Retinol palmitate; S-Acylglutathione"	"C9H11N5O2"	"Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid degradation;Fatty acid elongation;Fatty acid metabolism;Starch and sucrose metabolism;Folate biosynthesis;Retinol metabolism"	"putative_multi"
"220.0822_0.875"	221.08958	221.0899	"C21036"	"N-Acetyl-L-altrosamine; 2-Acetamido-2-deoxy-L-altropyranose; 3-C-(Hydroxymethyl)-D-erythofuranose; D-Apiose"	"C8H15NO6"	""	"putative_multi"
"220.08224_1.147"	221.08981	221.0913	"C02587"	"Pyrimidodiazepine; 2-Amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one; all-trans-Retinyl palmitate; Retinol palmitate; S-Acylglutathione"	"C9H11N5O2"	"Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid degradation;Fatty acid elongation;Fatty acid metabolism;Starch and sucrose metabolism;Folate biosynthesis;Retinol metabolism"	"putative_multi"
"220.08224_1.147"	221.08981	221.0899	"C21036"	"N-Acetyl-L-altrosamine; 2-Acetamido-2-deoxy-L-altropyranose; 3-C-(Hydroxymethyl)-D-erythofuranose; D-Apiose"	"C8H15NO6"	""	"putative_multi"
"222.07687_4.483"	223.08415	223.0845	"C14433"	"Bendiocarb; 2,2-Dimethyl-1,3-benzodioxol-4-ol methylcarbamate; O-Ethyl-S,S-diphenyl dithiophosphate; Captan"	"C11H13NO4"	""	"putative_single"
"222.09723_1.15"	221.09001	221.0913	"C02587"	"Pyrimidodiazepine; 2-Amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one; all-trans-Retinyl palmitate; Retinol palmitate; S-Acylglutathione"	"C9H11N5O2"	"Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid degradation;Fatty acid elongation;Fatty acid metabolism;Starch and sucrose metabolism;Folate biosynthesis;Retinol metabolism"	"putative_multi"
"222.09723_1.15"	221.09001	221.0899	"C21036"	"N-Acetyl-L-altrosamine; 2-Acetamido-2-deoxy-L-altropyranose; 3-C-(Hydroxymethyl)-D-erythofuranose; D-Apiose"	"C8H15NO6"	""	"putative_multi"
"224.0231_1.719"	179.02481	179.0252	"C03726"	"S-Carboxymethyl-L-cysteine; L-Carbocisteine; UDP-D-galacto-1,4-furanose; S-Alkyl-L-cysteine S-oxide"	"C3H6NO3SR"	"Metabolic pathways;Galactose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Arabinogalactan biosynthesis - Mycobacterium"	"putative_single"
